doc_id,count
A06785.txt,1
A06786.txt,1
A06788.txt,1
A06789.txt,1
A06791.txt,1
A07594__Circle_of_Commerce.txt,1
A07886.txt,1
A32827.txt,1
A32828.txt,1
A32829.txt,1
A32830.txt,1
A32833.txt,1
A32839.txt,1
A51598.txt,1
A69858.txt,1
B14801__Free_Trade.txt,1
wealth.txt,1
